gene,undifferentiated,differentiated
Nr4a3,128,93
Tbc1d5,127,94
Zfp775,113,107
Rbm12b2,151,69
Zfp579,129,91
Cdc6,140,80
Tmt1a,113,107
Erap1,124,96
Rbms2,102,118
Kctd18,122,98
Pcdha5,115,105
Pcdha11,115,105
Rdh13,122,97
Rpgr,122,97
Bmp2k,131,88
AW209491,106,113
Traf6,132,87
Tspan6,141,78
Mbd5,128,91
Lrfn1,146,73
B4gat1,110,108
Bbs4,110,108
Dennd6b,128,90
Fam177a,120,99
Fam177a2,120,99
Nrbf2,116,102
Rad54l,148,70
Svbp,135,83
Rtkn2,149,69
Foxo6,108,110
Twist1,110,108
Meak7,137,81
Cisd3,110,108
Fam13b,158,60
Garnl3,142,75
Ythdc2,120,97
Snx16,130,87
Mocs3,114,103
Csdc2,105,112
Gcdh,118,99
Fkbp1b,141,76
Senp8,120,97
Dedd2,117,100
Tex9,146,71
Ecrg4,72,145
Mapk1ip1,136,81
Cntln,136,81
Pyurf,105,112
Atg9a,102,114
Ldaf1,153,63
Tube1,133,83
Phc3,148,68
Runx1t1,74,142
St6galnac3,125,91
Emp3,140,76
Tmem50b,129,87
Dnajc25,129,87
Mxd3,120,96
Efcab2,123,93
Dhx37,120,96
Ap5s1,116,100
Tubgcp6,133,83
Rnf123,119,96
Ehbp1l1,94,122
Utp14b,134,82
Lmbr1,116,99
Eml6,123,92
Med26,120,95
Pcdhb17,148,67
Acot8,106,109
Zc3hav1l,144,71
Zfp143,135,80
Zbtb37,135,80
Lmln,138,77
Traf2,115,100
Tgfb1i1,147,68
Pcdha3,112,103
Pcdha2,112,103
Pcdha7,112,103
Med18,136,78
E2f7,151,63
Tbck,117,97
Zfp97,108,107
Pcdha4,112,102
Purg,121,93
Dtwd1,122,92
Itpripl1,136,78
Gm49450,122,91
Pcdha10,112,102
Pcdha12,112,102
Pcdha6,112,102
Zc3h3,116,97
Ercc4,131,82
Recql4,127,86
Camk2a,102,111
Gm10033,147,66
Slc49a4,116,97
Kiss1r,126,87
Ifi35,92,121
Gskip,119,94
Zfp60,136,76
Sgo1,138,74
Ttc32,119,93
Tgfbi,107,105
Camta2,121,91
Ntaq1,134,78
Adprm,111,101
P2rx3,102,110
Armh4,124,88
Lhfpl4,128,84
Usp51,125,87
Fam234b,125,87
Primpol,136,76
Dis3l2,129,83
Adat2,114,97
Rad9a,113,98
Kazald1,108,103
Zbtb34,117,94
1700123O20Rik,109,102
Foxred2,116,95
Mrnip,108,103
Endov,124,87
Rpusd4,136,74
Ubox5,114,97
Cript,124,86
Zfp35,122,88
Alg12,112,98
Lnx2,123,87
Galns,116,94
Rbm19,122,88
Tmem68,120,90
Fah,102,108
Pparg,109,101
Zfp746,106,104
Ccdc93,138,72
Pigg,107,103
Ubxn2a,137,73
Gdap2,118,92
Zbtb25,118,91
Jakmip1,122,88
Stard3,125,84
Klhl22,103,106
Eef2kmt,106,103
Etfrf1,115,94
Cyb561d2,105,104
Hgsnat,120,89
Chtf18,114,95
Serpinb1a,145,64
Mad1l1,106,103
Cflar,129,80
Zfp317,138,70
Scrn3,125,83
Smim30,105,103
Bcan,119,89
Dlg3,116,92
Wdr90,136,72
Arhgef39,134,74
Cacna1i,133,75
Tmod1,130,78
Tmem150a,111,97
Alkbh4,102,105
Tnfaip2,106,101
Ctu1,107,100
Nuak1,132,75
Zfp369,129,78
Dusp22,105,102
Gm20458,110,97
Atrip,126,80
Ezh1,126,80
Prmt6,128,78
Extl2,101,105
Prrx1,103,103
Lpar6,113,93
Abhd4,117,89
Snx21,107,99
Cc2d1b,116,90
Foxg1,118,88
Jtb,112,94
Bcdin3d,126,80
Dyrk1b,112,93
Dis3l,112,93
Tmem231,117,88
Ifitm3,122,83
Prag1,95,110
Cacna1c,109,96
Armh3,113,92
Donson,141,64
Cdon,120,86
Pts,116,89
Blvra,128,77
Zswim5,113,92
Slc2a8,104,101
Haus6,145,60
Clspn,149,56
Il17rc,99,106
Pard6b,111,94
Pnck,114,91
Gatm,121,84
Deaf1,119,86
Arrdc1,115,90
Fastkd3,130,74
Zfp276,103,101
Habp4,100,104
Slc8a2,118,86
Vamp1,146,58
Trim17,114,90
Entpd7,107,97
Immp2l,92,112
Pygo1,117,86
Kri1,102,101
Uchl4,104,98
Rab40c,106,97
Ticrr,137,66
Pramel12,127,76
Ovca2,110,94
Cln6,111,92
Adck5,117,86
Amer1,117,86
AU022252,110,92
Rpap2,102,100
Tamalin,124,78
Zgpat,121,81
Atxn1,133,69
Tjp2,125,77
Ppfia3,103,99
Ctso,114,88
Gfod1,113,88
Tigar,102,100
Ptrhd1,83,118
Pde4a,119,82
Kyat1,108,93
Pcsk7,122,79
Gpr146,103,98
Tmem170b,118,82
Elp6,104,97
Gm56450,104,97
Mtrf1l,117,84
Tox,110,91
Nepro,117,84
Stat6,103,98
Snap29,105,96
Adamts4,123,78
Tagap1,120,81
Mybl2,131,70
Gpat3,82,119
Nudt11,112,88
Kif1c,124,76
Rbm12b1,128,72
Ccdc191,121,79
6430548M08Rik,94,106
Dph2,111,89
Gcc1,102,98
Smoc1,99,101
Tmem151a,110,90
Rgs2,113,87
Fam174a,100,100
Dnajc6,114,86
Polr3b,116,84
Fnip2,105,94
Poglut3,110,90
Zfp41,119,80
Bphl,104,96
Kif18b,108,91
Trub1,117,82
Zwilch,130,69
Tmem67,133,66
Vasn,133,66
Hirip3,129,70
Hars2,117,82
Rasgrp2,102,97
Hps5,120,79
Tuba4a,124,75
Chpt1,112,86
Dlgap5,113,86
Parp11,121,77
Pigc,117,81
Bpgm,106,92
Tank,100,98
Wdr47,115,83
Kbtbd4,109,89
Cdh2,125,73
Dbndd2,114,84
Tigd2,108,90
Nxpe3,127,71
Efna3,108,90
Abhd18,118,79
Apc2,113,84
Ccdc61,109,88
Clba1,82,115
Fbxw4,85,112
Ulk4,114,83
Zfp955a,136,60
Herc3,111,86
Rpp14,98,98
Zfp865,114,82
Zfp606,130,66
Slc17a5,114,82
Mafk,118,78
Rab11fip3,89,107
Ercc1,108,88
Efcab7,126,70
Eef1akmt4,125,71
Clcc1,111,85
Casp7,119,77
Rdh10,108,88
Rhot2,112,84
Serpinh1,126,70
Smarca2,111,85
Zbtb8a,110,85
Gm15107,111,84
Hyls1,115,80
Slc37a3,110,85
Bcl2l11,110,85
Mettl15,98,97
Zfp668,121,74
Ccdc120,101,94
Armcx4,134,61
Gm21974,108,86
Rnf157,104,90
1110059E24Rik,116,78
Mtif2,131,63
Aldh6a1,116,78
Usp25,118,76
Lrrn4,125,69
Mks1,113,81
Adgrb1,110,84
2210418O10Rik,125,69
Wdsub1,103,91
Sorbs1,114,80
Dxo,94,99
Taf1c,100,93
Nherf2,110,83
Dhx34,104,89
Erbb3,102,91
Plekhm1,88,105
Sri,101,92
Slc2a12,90,103
Cradd,115,78
F3,102,91
Cptp,109,84
Spred3,130,63
Gpn2,106,86
Zfp637,100,92
Clp1,103,89
Tlcd1,110,82
Cox18,105,87
Ctns,124,68
Zfp30,121,71
Per3,140,52
Slc35e2,109,83
Inip,118,74
Kif14,138,54
Rel,119,73
Chmp2b,102,90
Mettl3,112,80
Igfbp6,64,128
Tmub1,102,89
Otulin,120,71
Rgl3,105,86
Epg5,110,81
Mtmr12,102,89
Fam210b,92,99
Dync2i1,127,64
Maml2,103,88
Pgm2l1,120,71
Zfp868,118,74
Hspa2,110,81
Gemin6,124,67
Ntn3,105,86
Gask1a,115,76
Mettl26,108,82
Tmem86a,128,62
Bloc1s5,104,86
Zbtb5,120,70
Entrep3,109,81
Armcx1,109,81
Gabrb3,104,86
Trp53inp1,104,86
Kantr,103,87
Cacna2d2,86,104
Wdr38,120,70
Rgs3,106,84
Zfp748,117,72
Enox1,110,80
Gm10439,115,75
Atm,124,65
Fam149b,106,83
Sars2,88,101
Efemp2,107,82
2610021A01Rik,104,85
Igdcc4,101,88
Zfp90,107,82
Lpar2,106,83
Ubtd1,93,96
Gm20604,110,78
Cln8,94,95
Spsb3,107,82
Pafah2,106,82
Pgap2,99,90
Srr,90,98
Rrad,112,76
Mcfd2,107,81
Rpp38,107,81
Whamm,92,95
Asphd1,108,80
Slc8a3,112,76
Rab11fip1,116,71
Stac,152,35
Csf1,118,69
Dscc1,114,73
Rps6kb2,114,73
Cyp4f16,110,77
Pigbos1,110,77
Slc26a10,114,73
Bbs2,116,71
Agbl5,94,92
Pcbd2,83,103
Borcs7,93,93
Nqo2,89,97
Mpdu1,103,83
Atg4d,89,97
Rpusd1,93,93
Fbxo10,99,87
Lrrc61,110,76
Smim3,68,118
Kalrn,127,59
Nfkbiz,90,96
Slc66a2,108,78
Rfx5,108,77
Slc39a14,101,84
Trmt10b,108,77
Rab40b,107,78
Tdp1,114,71
Jdp2,90,95
Hoxc10,113,72
Ccdc77,114,71
Dffa,103,82
Ehd2,79,105
Tecpr2,83,101
Zfp867,120,64
Mettl21a,90,94
Zbtb39,109,75
Ap5z1,103,81
Gtsf1,92,92
Unkl,114,70
Ermardl2,112,71
Bend5,118,66
Dnajb14,100,83
Ccdc51,89,94
P3h4,112,71
Spsb2,83,100
Zfp101,135,48
Nacad,93,90
Nfia,114,69
H4c4,100,82
Cela1,100,82
Engase,87,95
Zfp960,95,87
Tmem276,95,86
Akap10,100,82
Slc26a2,105,76
Cdca5,105,76
Akna,84,97
Exo5,95,86
Rilpl1,99,82
Dbt,95,86
Bid,104,77
Cmtm3,123,57
Polm,107,73
Opcml,88,92
Pkia,92,88
Spice1,116,64
Kctd2,110,70
Msantd2,117,63
Atg14,117,63
Brd3os,87,93
Shisa4,79,101
Fyco1,92,88
Ap4e1,103,77
Socs1,108,72
Cep162,82,98
Chek2,110,69
Man2b1,116,64
Lipo3,96,83
Armcx5,111,68
Spry1,128,52
Acad9,112,68
Prickle2,121,58
Clmp,115,64
Mmp11,96,83
Tdrd7,89,90
Fbxo46,83,96
Lyplal1,98,82
Tfpi,110,69
Natd1,107,72
Gpr173,95,84
Pigo,104,75
Zfp229,107,72
Chst12,120,59
Pdzk1ip1,80,99
Vcf2,99,80
Jade2,112,67
Zfp738,106,73
Adgrb3,125,54
Osbpl10,108,70
Kansl1l,116,63
Styx-ps,104,74
Dppa2,111,67
Mlh3,108,70
Zfp628,100,78
Zfyve1,100,78
Wnt3,104,74
Asb13,96,82
Ikzf4,109,69
Zhx3,99,79
Zfp827,95,83
Fgf1,111,67
B230307C23Rik,82,95
Zbtb2,106,72
Plaur,99,78
Lrch4,86,90
B630019K06Rik,103,74
Shisa8,90,87
Shld1,91,86
Acsf3,99,78
N4bp2l1,88,89
Plcd3,98,79
Prkdc,108,69
Sufu,114,63
Prkg1,117,60
Slc35g2,105,72
A130010J15Rik,100,77
Mab21l1,109,68
Poli,108,69
Bahcc1,114,63
Zfp866,108,68
Fancm,105,71
Gng8,121,55
Cnp,83,93
Pou4f1,115,61
Depdc5,105,71
Gne,97,79
Zfp597,103,73
Pou6f1,102,74
Alms1,109,66
Xpa,107,68
Samd11,95,80
Sass6,111,64
Brf1,124,51
Farp2,96,79
Ranbp17,108,67
Slc35e1,91,84
Stat5a,97,78
Ppm1f,110,65
Ppip5k1,90,85
Galnt12,98,77
Mpp4,87,88
B4galt7,98,76
Nr4a1,111,63
Metrnl,98,76
Hsdl2,85,89
Apon,115,59
Stil,115,59
Lgals3bp,105,69
Iqsec1,81,93
Zfp760,104,70
Nf1,102,72
Gatb,84,90
Gjd2,67,107
A4galt,85,89
Tdrd3,105,69
Obi1,109,65
Nudt18,79,95
Pibf1,109,64
Aifm2,86,87
Slain1,77,96
Sumf1,94,79
Zng1,90,83
Nfasc,87,86
Tlcd5,107,66
Extl3,98,75
Edil3,118,55
Prune1,100,72
Dnmt3b,110,62
Cdin1,90,82
Il17rd,142,30
Mre11a,112,61
Sarm1,73,99
Ehd4,89,83
Syde2,95,77
Thrsp,52,120
Tatdn3,87,85
Eno3,92,80
BC034090,94,78
Flad1,79,93
Gnb3,68,104
Zdhhc16,94,78
Alg6,118,54
Eola1,92,79
Adck1,86,86
S100a11,108,64
Zc3h8,110,61
Bsn,109,62
Cdk5r1,114,57
Dop1b,82,89
Nbn,95,76
2610008E11Rik,106,65
Fes,106,65
Zfp950,109,62
Usp49,111,60
Smim13,94,76
Entpd4b,101,70
Fbxo34,89,82
Entpd4,101,70
Zxdc,86,84
Macrod1,80,90
Abcd1,89,81
Tubg2,103,67
Ago3,100,70
Trnp1,68,102
Sox5,93,77
Fancl,91,79
Fbxl15,85,85
Kbtbd7,102,68
Hmgn2-ps,105,65
Tcn2,84,86
Zfp983,88,82
Relt,91,78
Zfp954,107,62
Stimate,92,77
Nrxn1,90,79
Crtc2,81,88
Tmem143,87,82
Dennd3,97,72
Kank2,86,83
Tbc1d25,91,78
Slc12a7,101,68
Dmac2l,109,60
Fastkd5,96,73
Gm44790,114,55
Akain1,104,64
Wdr45,103,66
Sspn,90,78
Rmdn1,104,64
Cox7a1,79,89
St3gal3,84,84
Nrg4,95,73
Megf9,90,78
Camk2b,89,79
Ppp1r16a,94,74
Cnksr2,89,78
Vsig10,106,61
Rpp40,83,84
Lipe,85,82
Zfp719,100,67
Pip4k2a,89,78
Slc38a4,117,50
Atpsckmt,88,79
Apba1,93,74
Zfp799,108,59
Ftsj1,88,79
Zfp688,85,82
Ice2,101,66
Slc36a4,97,70
Fhod1,90,77
Lama4,119,48
Tcp11l2,110,57
Rab32,112,55
Tdg,98,69
Taf13,94,73
Ripk1,105,62
Actl6b,100,66
Pierce2,79,87
Acyp2,97,69
Atf3,64,102
Nsun3,99,67
Txnl4b,89,77
Procr,83,83
Nemp1,97,69
Zfp74,92,74
Nsd1,101,64
Dus4l,80,85
Zbtb48,93,72
Hyi,89,76
Prr7,96,69
Kics2,82,83
Slx1b,96,68
Tmem230,94,70
Nedd1,112,52
Cyp3a41b,87,77
Gk5,90,74
2010315B03Rik,95,69
Armc2,78,86
Axl,79,85
Stradb,86,78
Rp2,82,82
Zc3h6,88,76
Mfsd2a,82,82
Skap2,104,60
Afg2b,103,61
Csgalnact2,90,74
Gm15097,95,68
Cep250,109,54
Pgghg,112,51
Zfp820,114,49
Borcs5,79,84
Ccdc22,100,63
Mylpf,91,72
Endog,74,89
Sema3f,90,73
Dhrs4,87,76
Mto1,92,71
St3gal4,86,77
Pde3a,79,84
Tyk2,93,70
Axin2,94,69
Fam131a,84,79
Nrbp2,100,63
Pik3cb,91,72
Rad51c,90,73
Spg11,90,73
Pcyox1l,100,62
Cd1d1,95,68
Cyp3a41a,87,75
Glmn,93,69
Dnal1,97,65
Scn3b,107,55
Cep15,100,62
Phlda2,116,46
Shc4,96,66
Nectin3,96,66
Dus2,92,70
Bhlhe41,62,100
Parp4,85,77
Faap24,81,81
Mark4,68,94
Nfkbie,84,78
Mmab,93,69
Adcy9,99,63
Nt5dc1,83,79
Gorasp1,87,75
Prl2c2,106,56
Msh6,109,52
Ggact,91,70
Smad9,113,48
Sec22c,76,85
Sh2d5,92,69
Fbxl8,73,88
Tmem175,93,68
Fahd1,72,89
Zfp84,97,64
Taf1a,96,64
Dtx3l,98,62
Fpgt,96,64
4931406C07Rik,96,64
Dstyk,97,63
Gba2,95,65
Helz2,90,70
Gem,118,42
Carmil2,91,69
Rtn4ip1,73,87
Atp1b2,96,64
Vps37d,96,64
Gtpbp8,87,73
Tgif2,101,58
Zfp36l1,92,68
Coq8b,88,72
Morn2,70,89
Zfp36,91,68
Sdccag8,94,66
Tkfc,90,69
Clybl,78,81
Neil1,82,77
Mcee,91,68
Trpt1,90,69
Hmgcll1,84,75
B3galnt2,82,76
Clip4,84,74
Actg2,85,73
Wdr53,83,75
Ift56,87,71
Nudt1,93,65
Nptx1,112,46
Slc2a6,90,68
Helq,95,63
Pyroxd1,91,67
Dipk2a,77,81
Adat1,108,50
Hivep3,82,76
Arhgap22,106,52
Phykpl,99,59
Ldlrap1,81,77
Enpp4,93,64
B3galt6,85,72
Cd248,69,88
Gstm4,57,100
Aldh3a2,94,63
Daam2,130,27
Nckipsd,90,67
Lgi3,83,74
Lrrc51,75,82
Cwf19l1,91,66
Tap1,84,73
Osbpl5,104,53
Vars2,85,72
C87436,94,63
Zfp647,91,66
Bche,89,68
Cep152,111,46
Prkx,92,64
Rmi1,81,75
Mmp24os1,79,77
Foxn2,93,63
Gatc,68,88
Rsad1,87,69
Timp3,85,71
Egfl8,82,74
Dbndd1,95,61
Nfkb2,85,71
Atp7a,96,60
Slc7a11,72,83
Zfp946,98,57
Scfd2,82,73
Nthl1,74,81
Slc39a3,69,86
Slc29a2,87,68
Dlc1,98,57
Tle2,76,79
Ddias,95,60
Wdr19,100,55
Cebpd,87,68
Rad51d,75,80
Abraxas1,98,57
Slx4,84,71
Wnk2,73,82
Mthfd2l,94,60
Carf,90,64
Gm53012,96,58
Garem2,77,77
Slc22a21,90,64
Fbxl4,94,60
Pmepa1,110,44
Cep63,104,50
Tonsl,88,66
C330018D20Rik,104,50
Sdhaf3,83,71
Slc18a1,88,66
Map3k20,91,63
Zbtb40,96,58
Nanp,96,58
Scly,81,73
Mageb4,98,56
Zfp212,84,70
Rnf31,78,76
Ptpre,79,74
Paxip1,93,60
Paqr3,50,103
Tasp1,85,68
Vil1,83,70
Zfyve26,82,71
Hemk1,90,63
Polh,79,74
Rhbdf2,85,68
Alk,99,54
Slc25a24,103,49
Txndc16,85,67
Ctdspl,94,58
Snx7,77,75
Nalf2,88,64
Msx1,87,65
Spint1,83,69
Dpy19l3,105,47
Klhl5,90,62
Myl6b,84,68
Tspan2,71,81
Birc2,94,58
Dtx1,87,64
Recql5,90,61
Zfat,72,79
Zscan29,87,64
Stambpl1,86,65
Mrm1,74,77
Insyn1,72,79
Lins1,78,73
Hoxc6,103,48
Zbtb45,90,61
Chmp1a,77,74
H2ac19,68,83
Trp53rkb,84,67
Rpain,76,74
Prima1,83,67
Fbxl12,82,68
Parp3,77,73
Atg4a,84,66
Mtrfr,84,66
Zdhhc1,99,51
Cep19,87,63
Id4,97,53
Slc4a3,86,64
Tfap2a,83,67
Numb,89,61
Saysd1,71,79
Tspan33,88,62
Zbtb26,84,65
Flt3l,60,90
Zfp51,78,72
Bnc2,61,88
Tmem17,83,66
Amhr2,80,69
Iqsec2,75,74
Trmt13,94,55
Exog,109,40
Pus3,88,61
Pign,87,62
Fbxw17,97,52
Phospho2,72,76
Gpr155,86,63
Ccdc167,83,66
Idnk,80,69
Invs,98,51
Btbd8,82,68
Zfp383,86,63
Defb42,87,62
Net1,91,58
Fbxo32,92,57
Pyroxd2,77,72
Gper1,81,67
Rad52,91,57
Ccdc38,91,57
Slc29a3,79,69
Hdhd3,66,82
Tmem38b,82,66
Zgrf1,93,55
Chml,100,48
Nxf7,78,70
Mis12,83,65
Trmt44,89,59
Slc25a10,108,40
Cdkn3,84,64
Psme2b,65,83
Itpk1,77,71
Tbx1,80,68
Zfp931,85,63
Pnma8b,77,70
Nmi,77,70
Dpp7,88,59
Il4ra,81,66
Pgap1,84,63
Hhat,86,61
Zfp13,75,72
Lrrc27,66,81
Notch1,90,57
Stxbp2,75,72
Gas6,86,60
Creb3l1,86,60
Sipa1,84,62
Kctd7,74,72
Ntrk1,87,59
Fbxl2,91,55
Tmem121,71,75
Trim39,97,49
Dbh,145,1
Tmc8,78,68
Rinl,89,57
Zfp932,100,45
Dennd4c,80,66
Spaca6,115,30
Pald1,77,68
Clstn3,79,66
Rassf7,80,65
Tbc1d10a,85,60
Sting1,67,78
Srd5a1,85,60
Fhl1,87,58
Def6,71,74
Slc41a1,80,65
Ankrd24,82,63
Ntm,78,67
Wrap53,86,59
Foxo4,78,66
Stxbp3,78,66
Tmco6,86,58
Pomt1,79,65
Zfp563,81,63
Tfb1m,67,77
Gm44502,77,67
Abitram,80,64
Ssc5d,87,57
Srd5a3,78,66
Gnb1l,80,64
Pdpr,91,52
Fam117a,73,70
Per2,81,62
Ckmt1,82,61
Bcl11b,93,50
Nbl1,86,57
Rabggta,60,83
Zfand1,82,60
Mtfmt,78,64
Smim36,74,68
Palb2,106,36
Zfp763,97,45
Pradc1,73,69
Fam222a,81,61
Oscp1,73,69
Cyb5r2,59,83
2510002D24Rik,78,64
Mapkbp1,76,66
Golph3l,81,61
Clasrp,80,62
Suox,70,72
Iqgap3,92,50
Zfp61,77,65
Otx1,88,54
Cyp4f13,80,61
4933427D14Rik,81,60
Zfp39,78,64
Fst,102,39
Dennd11,78,63
Plekhg5,84,57
AW554918,82,59
Fam118b,82,59
Camk4,75,66
Rgs5,100,41
Mast1,77,64
Tfeb,78,63
Proser2,117,24
Ppp3cc,75,65
Xrcc2,84,56
Stx17,78,62
Vwa5b2,90,50
Ccdc18,108,32
Fkbp10,92,48
Klc4,83,57
Mcm9,91,49
Zmym1,85,55
P2rx4,71,68
Rab39,79,60
Garem1,86,53
Ccdc30,81,58
Mylip,105,34
Brms1,74,64
Stac2,72,67
Tspan14,79,60
Runx3,82,57
Nagpa,81,58
Nqo1,94,45
Carmil1,77,62
Tmem18,78,61
Fez2,72,67
Mief2,69,70
Gm15446,85,54
Kif28,91,48
Pinx1,80,58
Ripply3,67,71
Zfp239,88,50
Mbd4,83,55
Smim27,76,62
Mfsd4b4,86,52
Slc27a3,73,65
Bdnf,81,57
Clcf1,85,53
Gli3,91,47
Rrp36,67,71
Rundc3b,76,62
Cpt2,61,77
Rbm43,89,49
Smim8,69,69
Uevld,80,58
Ppm1h,70,68
Tmem191,86,51
Pex12,77,60
Dgat2,65,72
Ift88,87,50
Casp6,81,56
Zfp560,84,53
Shox2,59,78
Amotl2,76,61
Gen1,88,49
Pecr,76,61
Zfp58,82,56
Orai1,64,73
Gm14295,73,64
Ap4b1,76,61
Zcchc12,44,92
Gm20441,68,68
Bcas1,69,67
Rap1gap,66,70
Chek1,94,42
Fkbp7,92,44
Cyb561a3,76,60
Lacc1,75,61
Clcn2,92,44
Hoxd8,73,63
Tcta,64,72
Soat1,92,44
Nr2c1,70,66
Cecr2,68,67
Scrn2,61,74
Mob3a,80,55
Ighmbp2,88,47
Hps3,88,47
Zfp709,84,51
Ercc2,83,52
Prr18,74,61
Ap1g2,78,57
Them4,70,65
Cntnap1,77,58
Gtdc1,86,49
Fbxo27,66,69
Mmachc,71,64
R3hcc1l,76,59
Sirt4,79,56
Prdm15,78,57
Pop1,81,54
Armcx3,85,50
Akr1c12,76,58
Acp6,68,66
Loxl2,74,60
Adck2,67,68
Fam219b,84,50
S1pr2,69,65
Acy1,71,63
Epm2a,69,65
Grin1,82,52
Tmem177,97,37
Zfyve21,68,66
Slc18a3,81,53
Brdt,91,43
Pax5,79,55
Nid1,98,36
Lyset,80,54
Ppp1r37,68,66
Tmeff2,73,61
Phka2,82,52
Fadd,74,60
Taf6l,84,49
Xxylt1,71,62
Klhl17,80,52
Cenpp,83,50
Gramd2b,60,73
Aunip,83,50
Nek4,58,76
Tatdn2,70,63
Ppm1m,64,69
Cep95,82,51
Cenpl,78,55
Zfp985,83,50
Cdk10,68,64
Satb2,80,52
Ccdc134,77,55
Gin1,83,49
Pla2g15,75,57
Eid2b,74,58
Dgka,77,55
Mfap3l,73,59
Gpr161,78,54
Letm2,78,54
Kctd1,64,68
1700088E04Rik,63,69
Dsn1,85,47
Ccsap,78,54
Tmem217rt,72,60
Sergef,72,60
Clec18a,88,44
Dtd2,66,66
Aldh4a1,52,80
Caprin2,90,41
Arhgef10,72,59
Hectd3,72,59
Nsun6,74,57
Gm26938,74,56
Susd5,90,41
Wipf1,78,53
Col16a1,78,53
P2rx7,95,36
1700066M21Rik,63,68
Arrdc2,59,72
Atp6v0a2,75,55
Tmem203,57,73
Mars2,85,45
Thbs4,98,32
Fzd1,76,54
Cntn1,63,67
Rora,68,62
Atg16l2,87,43
Parp10,58,72
Rassf4,83,47
Scrt2,65,65
Gcfc2,80,50
Map3k13,71,58
Gm10509,60,69
Ccdc82,78,51
Zfp747,81,48
1600014C10Rik,72,57
Ly6a,68,61
Pls3,70,58
Btd,67,62
Anxa1,87,42
Layn,68,61
Zfp995,68,61
Tro,78,51
Mrm2,66,63
Zkscan6,80,49
Inka1,65,64
Lipt1,60,69
Fcsk,71,58
Cdh24,51,78
Stk11ip,75,54
Dagla,68,61
Intu,71,58
Glrx,75,54
Rhoq,80,49
Nudt22,68,61
Gldc,92,37
Atpaf1,71,58
Cfap45,84,44
Arhgef15,67,61
Mus81,60,68
Tmem37,94,34
Pik3cd,73,55
Angel1,62,66
Prss36,65,63
Lrrc75a,78,50
Mmgt2,84,44
Dmac2,81,47
Tepsin,80,48
Aamdc,70,58
Ggcx,78,50
Gm6710,77,51
Ptpn21,69,58
Homer3,76,51
Efr3b,89,38
Xkr5,85,42
Dgke,89,38
Kdm1b,64,64
Rimkla,65,62
Klhl25,54,74
Ltk,74,52
Npas3,69,57
Ccl7,80,46
Cdk15,52,74
Iqce,73,53
Sft2d3,65,61
Dnajc27,70,56
Scmh1,77,49
Slc35b4,71,55
Psrc1,78,48
Parp12,75,51
Snn,80,46
Vamp8,62,64
Pced1a,70,56
Ppcdc,62,64
Rint1,76,49
Wdr62,87,38
Mkx,76,49
Ganc,64,61
Ncan,74,51
Gm45808,72,53
Prorp,70,55
Tinf2,68,57
Zfp944,77,48
Slc25a40,80,46
Antxr2,69,56
Slc35d1,74,51
R3hcc1,62,63
Ecm1,80,45
St18,70,55
Zfp707,66,59
Rab30,71,54
Grid2ip,76,49
Ska3,80,45
Ankmy1,66,59
Fastkd1,68,57
Cap2,68,56
Snx32,74,50
Cyp2u1,72,52
Plekho2,81,43
Mcrip2,69,55
Bbs1,69,55
Cfap68,57,67
Sfmbt1,79,45
Lrrc20,59,65
Fdx2,60,64
Hfe,58,66
Gm1140,74,50
Gm49373,59,64
Dusp16,68,56
Lhx9,73,50
Nkain1,54,69
Sgtb,80,43
Smagp,64,58
Cfap61,76,47
Atxn3,56,67
Dnajc12,78,45
Odf2l,81,42
Kif26b,85,38
Nipa1,72,51
Zscan2,62,61
Zfp213,71,51
Sema4g,60,62
Apbb3,67,55
Ccdc138,90,32
Hsd17b8,76,46
Slc9b2,84,38
Pdgfc,61,61
Gm49510,68,54
Disp1,69,53
Fhit,56,66
Ctnna2,82,40
Bcas3,62,60
Mnd1,78,43
Cd74,24,98
Zfp689,64,58
H2ac10,73,48
Frat1,68,54
Camkmt,76,45
Smad3,75,46
Trip10,65,56
Gcnt2,85,36
Trmt10a,68,53
Ccdc14,83,38
Cln5,65,56
Dclre1b,67,54
Plekhg4,83,38
Rwdd3,73,48
H2ac7,74,47
Klf5,58,62
Gm14692,72,48
Uggt2,82,38
Katnal2,70,50
Pigb,74,46
Porcn,59,61
Ndst2,63,57
Vav3,66,54
Usp2,65,55
Parpbp,74,46
Abtb1,67,53
Armc7,66,54
Manea,73,47
Nsun4,77,43
Zfp324,73,47
Appl2,73,47
Nek8,73,47
Cep135,84,36
Mid1,80,40
Wnt5a,46,73
Foxred1,58,62
Haus5,76,44
Ift70b,62,57
Gemin7,73,46
Fgd4,61,58
Polr1has,66,53
Steap1,35,84
Gm45785,66,53
Cep72,74,45
Lrrc24,52,67
Prl2c3,75,43
Tbc1d24,64,54
Mppe1,66,52
Fam174c,59,59
Mitf,77,41
Ldlrad4,78,40
Gata3,89,29
Usp53,69,49
Fbxo41,73,45
Enox2,72,46
Oxld1,57,61
Faim2,48,70
Hebp2,52,66
Zswim3,75,43
Mtfp1,64,54
Hdhd5,71,47
Stk10,55,63
Entpd5,61,57
Jrk,74,44
Rec114,73,44
Trip6,83,34
Rgs10,69,48
Synj2,62,55
Zfp141,68,49
Ropn1l,52,65
Mif4gd,67,50
Oip5,65,52
Inpp5k,62,55
Spats1,64,53
Zfp780b,66,51
Kif21b,36,80
Naa80,56,60
Myo16,75,41
Pltp,60,56
