gene,undiff_rep1,undiff_rep2,undiff_rep3,diff_rep1,diff_rep2,diff_rep3
Exosc9,730,1041,959,635,622,639
Ndufaf7,796,532,526,782,719,597
Cecr2,520,578,369,824,902,950
Zfp628,743,595,846,753,802,568
Acads,655,493,712,811,1000,778
Rassf2,435,375,455,1045,1379,985
Bad,528,570,770,1075,543,651
Thnsl1,738,833,508,516,640,882
Jakmip2,495,589,586,759,746,1064
Mipol1,611,524,559,1032,576,762
Amacr,944,914,520,692,831,673
Sp2,785,682,837,488,602,464
Tada1,972,688,606,849,667,513
Pop5,727,754,758,841,567,510
Fam219b,671,532,794,741,955,572
Rab32,878,979,864,541,451,439
Slirp,777,900,709,626,762,523
Zbtb2,677,635,919,509,551,731
Dmrta2,591,645,560,775,616,736
Ndrg4,336,300,340,1233,1004,808
Eci1,495,515,814,748,696,699
Cntrl,735,685,962,438,539,528
Zfp709,648,548,510,842,896,735
Ezh1,518,498,682,734,879,748
Nicn1,458,571,501,778,682,827
Dhx35,603,854,857,678,606,695
Ten1,729,741,599,680,675,879
Rab4a,582,659,513,598,681,621
Cox19,648,542,846,869,827,651
Sys1,647,608,653,662,559,563
Rps6ka4,906,707,639,688,666,828
Mphosph8,655,789,565,548,542,644
2210016F16Rik,477,668,619,620,780,484
Cdk2ap2,663,721,857,559,630,700
Crtc2,709,684,785,652,597,734
Ccdc181,612,490,598,679,820,564
Mrps12,578,815,549,560,667,433
Slc35a1,834,641,801,850,683,881
Tmem256,638,480,699,645,746,874
Ninj1,560,658,703,952,667,780
Larp1b,594,846,732,498,514,589
Sirt6,724,763,742,700,577,502
Trmt11,802,754,735,409,616,441
Zfp788,727,748,443,811,759,610
Cbwd1,652,769,499,738,699,663
Ckb,373,554,533,516,627,1041
Zwilch,891,784,823,413,414,608
Recql5,569,638,661,745,726,716
Wrap73,694,813,483,740,824,554
Ptpn2,591,718,976,573,497,656
Tmem229b,497,514,460,826,1012,784
Camk4,535,727,404,888,681,800
Dusp16,602,746,476,800,697,898
Mrps18b,688,791,677,447,612,626
Acadvl,508,822,701,882,1003,741
Snx30,567,446,624,685,740,751
Stmn2,465,513,565,862,751,689
Rfxap,715,638,616,675,875,917
Coprs,697,953,855,589,880,632
Elp4,463,910,685,831,646,1031
Znhit2,645,605,792,796,850,601
Slc38a3,754,612,513,832,851,852
St18,602,678,510,1075,843,788
Kif7,783,779,603,600,631,663
Sft2d1,715,698,589,680,668,760
Magee1,456,593,425,1025,691,1046
Rom1,458,818,637,770,729,777
Wdr81,731,655,587,613,555,615
Tmem28,757,526,476,792,676,513
Lamtor5,760,683,635,749,615,617
Brpf3,777,724,637,497,649,666
Gorasp1,719,635,493,759,621,722
Adam23,410,470,425,844,1027,785
Ier3,485,530,475,891,825,632
Pawr,624,736,621,750,1060,768
Eif2ak2,718,745,887,863,535,641
Adra2b,400,499,357,933,799,1015
Maip1,597,565,749,831,515,761
Cdc25c,940,812,895,470,447,597
Gpr108,535,494,475,830,598,849
Lrif1,374,609,722,700,681,847
Fam214a,423,410,334,1194,1013,1052
Pelo,476,712,732,641,682,659
Tstd2,1004,797,803,565,545,610
Nt5m,686,581,569,893,633,769
2810474O19Rik,873,943,687,654,730,593
Zfp958,623,846,825,706,514,622
Abhd4,480,502,722,816,993,719
Enpp5,342,449,324,1065,964,778
Mrpl36,698,663,884,690,677,659
Pigk,504,514,613,773,653,784
Dpf3,530,494,418,783,887,625
Wtip,674,487,694,803,777,630
Rimkla,640,618,568,720,746,573
Adnp,574,854,637,855,543,517
Fcho1,384,435,603,800,948,695
Sh2d3c,355,385,381,992,1030,1276
E4f1,587,735,575,501,713,551
Pdcd10,716,750,603,635,885,512
Wdr62,1145,973,975,463,405,497
Txndc15,870,713,755,499,692,786
Tmem18,780,692,1028,531,719,602
Rabif,770,748,636,613,819,669
Spint2,653,526,510,835,792,922
Slc30a7,639,734,554,808,698,827
Spr,810,823,1117,407,401,516
Taf4b,980,817,893,524,547,508
Gnb5,596,601,659,895,775,798
Pax6,641,783,893,767,476,539
Rab33b,522,717,686,730,700,791
Zfp580,618,449,543,544,760,728
Ift57,593,535,630,752,936,616
Ss18l2,696,463,755,745,685,582
Mark4,462,451,525,953,874,883
Stoml1,607,424,435,985,987,786
Rnf31,788,667,620,671,646,653
Cwf19l1,599,710,910,458,429,566
Aldh1b1,732,769,494,638,602,739
P3h1,605,588,637,525,923,612
Taf12,880,620,861,672,799,454
Ccnyl1,808,648,903,548,731,572
Eid2,602,580,507,500,749,464
Smpdl3b,882,814,777,372,502,362
Ankhd1,646,659,766,668,771,570
Hist3h2ba,532,432,532,637,742,866
BC052040,601,448,544,554,904,821
Pip4k2a,492,524,459,983,850,900
Adat2,695,595,625,641,676,595
Pgghg,508,512,625,628,673,1135
Rita1,771,673,710,612,640,660
Sirt7,538,705,903,839,510,750
Carnmt1,785,1007,761,602,611,445
Eif2d,741,907,789,798,458,672
Sptssa,686,524,685,795,623,944
Rtkn2,765,783,803,461,379,618
AI846148,1175,502,822,713,505,435
Guf1,628,469,594,544,675,829
Haus4,838,598,998,389,339,362
Auh,590,788,764,568,679,950
Cnn2,1033,790,744,609,502,575
Mrpl32,577,488,734,604,719,662
Tor2a,735,554,578,654,879,736
Erich1,587,635,806,527,615,593
Ak4,247,209,196,1090,1564,1293
Aptx,555,762,620,649,786,586
Scrn3,592,364,648,902,753,827
Rnf34,595,580,570,594,699,743
Fam64a,683,827,560,511,604,565
Ptcd1,707,712,571,763,523,796
Fzd2,463,392,625,627,795,1050
Cln6,517,629,602,572,660,800
Mcm9,847,599,560,466,591,450
Ttc5,460,574,578,488,617,662
Xrcc2,850,569,688,664,652,416
Olfml2a,399,488,299,891,1077,812
Ccdc130,550,1096,594,772,656,601
Fam53a,704,803,657,577,656,598
Ctnnd1,752,642,622,635,712,506
Strada,603,494,612,760,735,614
Cdk5rap1,646,773,842,679,610,762
Traf3ip2,563,603,380,1037,963,1144
Kif26b,689,502,548,677,621,766
Plscr3,514,610,636,548,741,1017
Col16a1,390,327,457,688,873,948
Polr2i,612,577,559,490,505,447
Nfyc,749,849,895,455,395,412
Ndrg2,395,277,224,815,1018,1289
BC003965,705,727,583,538,720,712
Oraov1,661,801,692,607,754,674
Asb3,803,640,496,513,517,793
Srsf4,704,806,836,557,651,575
Papln,124,175,134,1141,904,1180
Anks3,633,738,670,685,725,750
Tldc1,669,605,770,1045,1058,852
Zfp105,465,844,758,619,592,480
Kirrel,823,655,801,695,636,569
Apex1,893,1205,609,426,369,425
Dtnbp1,704,854,525,540,672,532
Nudt9,1080,746,672,517,421,480
Gba2,816,771,673,528,630,601
Fbxo9,835,774,816,696,514,653
Gtf2h3,584,709,569,427,564,533
Xxylt1,706,548,594,688,617,756
Chkb,558,556,648,746,672,838
Aldh3a2,569,535,428,752,684,887
Zfp87,515,601,487,777,858,631
Ubox5,609,719,781,707,630,535
Tmem138,760,734,636,765,588,518
Csrnp1,1026,765,803,485,456,681
Alg1,813,849,693,624,415,622
Inip,790,502,824,647,452,385
Zkscan8,351,418,525,558,1035,857
Eml2,385,378,310,1138,677,1076
Ier5l,862,670,666,487,511,464
Tsr2,698,807,679,530,516,671
Klhl26,424,605,508,985,859,834
Sh3bp5,637,655,484,813,695,569
Orc5,582,520,847,626,767,472
Thap4,664,559,365,660,800,905
Natd1,455,449,602,661,663,635
Sspn,386,490,611,847,654,663
Cptp,584,697,593,799,793,675
Gabarapl1,369,453,528,982,948,1246
Chrac1,658,719,703,660,800,502
Zfp746,606,535,910,755,899,610
Paqr7,377,656,559,986,834,1099
Cntln,621,544,696,697,807,985
Mrpl27,630,721,627,584,527,830
Gcdh,714,717,660,662,620,680
Mgarp,161,186,143,1078,1561,1414
3110002H16Rik,627,764,637,701,605,759
Pdlim7,814,886,790,379,313,442
Tk2,410,553,560,700,707,596
Zfp955a,568,698,543,1001,642,874
Pdk3,549,692,724,578,583,700
Plekhg5,696,495,539,876,618,777
Ifi27,514,393,489,899,1043,641
Zdhhc12,532,645,593,534,559,711
Apba3,724,685,683,695,633,702
Vti1a,682,609,1029,507,735,658
Dnajc6,493,437,623,613,826,701
Slf1,860,752,893,513,396,439
Nectin2,567,456,583,532,645,792
Pxk,579,708,807,455,765,613
Pddc1,570,547,769,598,635,626
Tbck,591,537,527,617,898,506
Gatc,506,824,560,705,1145,524
Ppp1r35,669,701,688,443,527,601
Kcnip3,501,434,672,813,771,750
Ndufaf1,556,767,741,583,553,464
Zfp13,542,587,581,627,813,751
Luzp4,539,446,575,624,755,905
Reep4,883,852,847,425,909,520
Selenbp1,227,169,201,1704,1253,940
Dcps,646,738,673,553,557,607
Rabep2,780,758,498,570,476,545
Nt5c,722,797,543,786,618,370
1700012D01Rik,805,667,614,673,578,586
Dph1,747,565,837,374,518,555
Sgf29,653,750,790,501,452,530
Zbtb24,533,672,663,823,945,620
Snx15,612,498,712,521,695,593
Acp2,447,596,505,678,619,562
Gm15107,697,524,665,863,799,844
Zfp668,738,797,620,591,699,797
Mapre3,360,401,565,732,764,816
Pnp,845,959,832,385,646,422
4931428F04Rik,489,464,480,689,700,729
Zfp830,766,665,581,594,466,487
Cenpq,835,770,923,442,542,456
Higd2a,534,362,516,837,698,699
Zfp651,609,589,749,624,484,822
Nupr1,223,224,197,688,1055,1046
Celsr2,589,680,662,523,884,758
Kdelc2,552,515,582,786,745,528
Gpr162,514,432,519,629,898,633
Swt1,749,776,751,529,496,520
Tmem68,477,544,548,789,766,901
Pecam1,465,556,415,1199,811,825
St3gal5,574,748,525,476,721,575
Bcl2l11,420,439,475,1041,762,715
Smtn,988,849,906,414,440,262
Osgep,508,558,783,610,811,747
Wwox,453,341,514,554,1118,1011
Tcp11l1,521,601,701,516,619,618
Vrk3,669,692,723,773,692,752
Zfp324,645,838,681,389,520,508
Zfp850,760,752,919,734,539,483
Gldc,1085,1398,924,255,204,322
Smim13,397,476,374,716,853,708
Nars2,667,617,362,424,870,628
Tab3,567,587,623,603,577,695
Spryd4,653,633,832,679,672,728
Grm1,688,670,650,594,623,435
Med17,798,620,310,601,594,560
Ankrd44,776,639,880,592,641,581
Zfp513,834,652,792,684,609,652
Pnkp,614,609,515,765,714,572
Popdc3,652,592,761,778,631,496
Cnpy4,650,773,905,473,519,503
Scn2a,577,450,456,707,925,998
Cpne5,715,592,482,824,797,795
Mavs,627,601,625,596,670,590
Tada3,515,409,658,497,746,555
Gm6756,603,483,570,683,801,642
Zfp212,640,723,661,563,770,659
Alg5,652,582,691,741,435,768
Creg1,477,484,586,904,807,820
Pkdcc,265,377,437,1039,978,1155
Ifngr1,533,596,496,865,582,644
Mettl3,820,760,488,698,746,523
Fam189b,578,532,511,667,872,707
Timp3,227,440,285,749,1265,943
Shq1,725,659,498,581,672,411
Kdm1b,460,581,801,916,892,642
Stk19,924,642,581,645,540,841
Slc35g2,715,715,816,724,549,614
Ginm1,498,786,528,752,574,672
Nr4a3,632,829,580,752,637,819
Lgals3bp,330,356,398,700,850,743
Lrrcc1,700,621,676,625,565,461
Fbxo11,575,641,554,835,646,546
Slc8b1,354,424,411,794,889,974
Chchd6,708,736,625,603,573,690
Cryz,431,451,886,585,580,761
Rnf157,527,488,536,636,1101,820
Ska3,861,588,743,341,330,365
Acyp1,447,583,514,548,443,620
Slc18a1,376,573,410,881,719,651
Cnksr2,871,1020,896,757,540,605
Wnk2,563,378,510,619,809,660
Ormdl1,490,684,583,727,543,470
Pex7,744,632,460,717,714,630
Zfp933,539,447,437,648,627,641
Dnal1,522,568,502,701,473,612
Ece2,760,669,708,642,362,500
Gemin2,696,598,683,496,422,521
Fhod1,875,532,661,608,499,542
Extl2,588,554,461,596,554,620
Tdrd3,444,506,626,618,747,640
Trmt5,900,444,624,393,559,543
Hirip3,847,769,817,492,408,444
Gpr155,494,442,464,707,736,679
Myb,373,447,452,604,961,677
Ube2t,664,807,932,444,504,391
Tbce,623,537,656,419,858,785
Snx11,762,543,613,583,488,514
Itga3,445,366,367,760,729,684
D11Wsu47e,570,499,616,644,702,548
Hps4,440,472,531,523,690,880
Rbms2,593,483,559,734,618,840
Ctnnbip1,641,1000,656,595,477,356
Dnajb5,905,432,458,480,750,606
Ffar3,566,586,612,680,589,400
Coq4,820,791,710,691,539,555
Fam206a,621,736,556,572,801,663
Rpap2,491,705,597,577,812,540
Rnf170,685,460,662,742,733,656
Eri2,761,858,600,706,350,473
Phykpl,603,425,763,496,352,452
Acadm,581,590,525,506,531,538
Ino80b,757,740,537,585,552,558
Snapin,399,555,464,604,707,793
Bcat2,633,393,699,705,635,618
Parp4,542,418,533,587,783,790
Isoc2a,601,433,603,476,699,490
Zfp932,855,598,835,747,425,583
Nenf,638,374,481,805,718,657
Aig1,384,364,375,773,994,964
Nfkbib,762,649,611,433,406,689
Mlst8,833,677,506,814,643,484
Ly75,861,656,509,501,507,588
Zfp41,510,562,698,738,683,748
Mrps16,636,895,508,606,529,608
Pafah2,406,516,539,947,745,1014
Dusp7,590,502,490,645,485,622
Gne,553,905,703,436,371,393
Rprml,580,569,513,594,680,728
Bcl2,474,589,375,752,619,845
Efnb1,523,556,354,668,918,855
Ogfod2,717,413,509,770,662,872
Lmtk3,493,508,717,623,942,556
Zfp955b,591,390,764,459,525,864
Vash1,245,183,183,926,1171,1951
Coq2,496,472,533,961,673,672
Herpud2,552,702,535,495,542,541
Tprn,686,606,734,588,609,509
Ablim2,401,417,426,933,618,868
Nat9,639,580,431,942,700,935
Elk4,522,506,886,651,751,478
Pak1,578,678,641,868,704,673
Mgme1,512,677,559,521,681,742
Pigo,540,465,680,704,854,590
Traip,762,775,994,333,315,363
Actr6,799,607,790,422,617,517
Zfp280d,718,703,511,603,618,576
Dirc2,594,699,560,448,664,571
Foxred2,783,542,505,879,429,644
Parp10,498,375,377,1218,833,952
Zfp715,665,806,565,769,605,637
Rxra,431,847,519,617,710,673
Rras,209,366,221,885,917,824
Pcnx4,547,568,659,715,809,874
Ercc8,673,670,658,609,659,705
Per1,491,616,587,624,585,883
Thap6,521,577,536,607,797,593
Pik3cb,462,531,642,619,546,588
Msrb1,702,692,623,848,652,681
Kptn,450,851,509,602,652,674
Rapgef5,637,615,834,650,443,443
Foxred1,672,531,563,608,650,547
Lrrc8c,519,625,733,469,635,500
Zfyve19,631,432,527,638,770,576
Dis3l2,711,699,534,532,541,633
Prrx1,456,373,318,755,729,877
Kcnj14,392,528,403,691,718,609
Rnf219,665,772,636,412,580,438
Csdc2,266,415,331,874,934,678
Irf3,855,520,846,468,549,626
Gm1673,500,508,412,693,766,1001
Lck,443,527,558,829,691,558
Cyth1,423,576,791,833,693,720
Rbak,660,639,505,604,773,516
Ripk1,852,595,711,547,656,625
Zfp37,494,749,698,580,508,472
Gadd45g,370,520,409,444,769,824
Mrpl47,527,902,731,439,556,632
Mrpl57,676,528,679,558,527,727
Ears2,622,664,939,680,792,601
Adck1,794,460,476,821,667,688
Mettl6,565,559,632,570,589,581
1600012H06Rik,459,565,511,600,836,753
AI661453,430,376,710,555,768,985
Engase,694,979,792,641,495,705
Lrfn4,475,778,893,631,736,784
Serpinf1,250,192,244,866,895,960
Pcca,636,551,655,708,812,769
Tax1bp3,563,605,620,696,664,485
Zfp408,503,572,550,587,771,481
Trp53rkb,786,530,571,502,635,732
Alk,591,420,460,701,711,638
Mto1,591,485,734,562,483,416
Maff,611,500,592,423,691,517
Lamtor4,864,881,486,396,666,644
Msh6,642,705,786,455,327,485
Ttf1,627,611,1078,561,734,532
Cep152,649,1055,789,470,260,469
Mettl8,580,628,491,387,536,478
Zfp626,586,663,752,765,851,580
Nyap1,377,366,338,555,835,530
Wdr54,556,765,646,602,538,437
Akap7,344,425,476,762,795,632
Tada2a,523,768,598,410,800,577
Wdr83,544,720,545,570,535,541
Cdc42bpg,569,692,537,643,731,566
Ptgs1,492,640,437,620,653,632
Rmnd1,493,568,612,632,825,603
Fetub,630,467,616,492,681,531
Tro,698,601,518,445,506,493
BC048507,583,587,757,375,386,528
Mtf1,560,818,497,616,816,419
Tmem261,659,543,614,646,558,623
Ogfrl1,580,363,478,529,749,540
Hgsnat,484,598,449,507,571,820
Nr2c1,511,566,448,687,641,559
Zscan25,596,508,616,491,593,532
Cpe,411,386,387,892,856,870
Cwc27,561,514,727,596,457,549
Ndufaf2,892,801,657,328,504,665
Csf1,741,669,675,497,562,421
Trim46,401,504,297,632,641,635
Map4k2,617,555,597,770,595,691
Rbbp9,568,431,485,489,710,696
Fzd1,413,597,503,804,596,945
Tmem41a,949,617,642,481,461,435
Kctd9,546,678,471,518,459,584
Zfp345,475,715,587,562,412,980
Rasl2-9,659,591,715,330,362,630
Washc3,601,533,518,674,733,580
Efemp2,682,820,742,666,433,646
Gng4,92,117,91,1252,860,1152
Pop7,845,591,607,499,375,479
Hes6,509,424,581,546,606,823
Camk2a,260,225,196,733,820,945
Cep290,1089,596,574,577,622,327
9130011E15Rik,616,604,401,560,618,591
Bach2,229,280,329,847,817,691
Cox7b2,535,647,535,543,606,611
Chrna5,273,247,270,726,746,919
Plekhg2,716,721,764,499,333,598
Armc10,587,653,428,466,557,616
Zcchc17,503,551,609,641,502,475
Mid1,534,492,656,546,725,428
Optc,451,376,564,792,680,625
Lpar2,567,416,584,639,483,609
Traf3ip1,427,922,636,623,515,633
Cep70,651,390,660,602,653,786
Gm6211,728,574,927,501,478,301
Il4ra,473,502,494,751,674,884
Mapkbp1,625,598,508,614,632,554
Wdr19,389,558,507,698,1172,589
Nrm,619,789,506,425,644,559
Zbtb5,621,562,653,775,544,685
Tead2,669,548,580,824,895,570
Smyd2,653,544,510,601,620,544
Ints9,611,620,894,632,488,508
Hacd2,547,746,488,502,522,400
Zfp606,615,545,588,521,690,813
Lmln,687,701,589,758,612,340
Mrps25,669,532,656,443,319,463
Eif5a2,471,599,521,401,415,439
Galt,554,569,455,563,430,678
Crebrf,227,289,331,708,1121,806
Card19,762,506,512,632,482,669
Tmem126b,570,622,664,691,507,661
Ttc19,480,660,541,590,761,530
Antxr1,458,666,511,746,1007,591
Faap20,888,512,793,469,793,549
Prr3,684,542,408,701,709,607
Kat5,459,590,592,569,643,538
Irf1,514,524,485,538,512,447
Dolk,442,472,619,631,586,645
Slc25a28,462,721,605,509,452,447
Helq,754,508,662,445,414,435
1110008P14Rik,855,512,482,692,545,614
Zswim1,757,408,551,625,436,489
Fyb,718,797,548,435,443,486
Glt8d1,466,388,557,639,606,613
Nxpe3,671,526,391,502,417,443
Golph3l,649,539,591,727,473,687
Slc35b3,556,596,785,328,390,407
Dusp1,482,701,677,535,359,487
Grid2ip,740,495,499,658,430,673
Cmbl,471,637,528,506,715,497
Amdhd2,653,395,562,596,643,660
Hectd2,634,525,700,541,556,563
Mvp,608,518,433,875,948,651
Ggcx,515,586,619,596,579,517
Cep78,571,566,512,562,772,632
Ccne1,964,695,668,443,281,356
Kin,787,778,794,535,782,504
Cwf19l2,540,623,458,605,524,419
Nmral1,811,877,657,718,668,439
Exog,581,512,517,517,581,450
Cflar,383,516,353,513,600,617
Cc2d1b,650,568,737,676,509,454
Zfp157,698,585,613,517,818,644
Hcn3,586,425,529,900,444,816
Mrps34,531,768,535,534,527,351
Creg2,345,233,294,825,696,1059
Rpgr,663,689,665,560,622,508
Jdp2,448,537,341,684,768,566
Cacna2d2,201,226,352,1034,750,940
Habp4,710,637,635,635,462,435
Pias3,629,379,741,628,769,590
Agpat2,507,514,391,564,641,713
Nanos1,307,313,581,750,793,700
Tmem246,394,507,520,731,558,885
Tmem145,468,372,417,779,548,682
Mir684-1,735,475,740,482,574,534
Usp40,573,375,791,505,518,462
Lrrc49,601,687,751,732,439,724
Eda,448,383,582,732,930,609
Ccdc102a,440,589,490,663,746,483
Tmtc4,490,514,588,624,594,697
Cacng4,349,670,478,675,806,722
Fam76b,654,645,491,453,482,494
Ush1g,531,787,597,869,379,460
Gatb,616,554,540,519,495,666
Tasp1,695,621,679,484,511,453
BC017158,504,643,781,431,571,504
Mcts2,839,527,683,507,572,535
Siah2,395,430,509,695,807,579
Vsig10,582,724,547,557,649,548
Wdr90,828,660,692,602,626,431
Vps45,694,449,432,692,688,582
Zik1,439,715,627,434,559,400
Slc18a3,704,507,502,460,516,500
Trim71,768,628,484,721,434,557
Uvssa,602,572,558,625,607,504
Ptpn21,413,779,520,501,406,436
Atp2a3,91,143,85,1300,923,875
Slc12a6,495,625,374,757,553,596
Fgd4,293,359,391,820,950,717
Sh3tc2,717,624,726,594,577,490
Lrrc73,288,345,349,816,1019,1069
Rad54l,980,784,742,349,418,313
Osbpl1a,672,920,666,480,445,594
Erbb3,265,341,378,928,946,639
Zic5,549,892,666,490,420,461
Dysf,182,195,207,995,1509,1070
Sp4,542,666,394,568,652,635
BC030867,878,442,753,326,320,374
Mpp1,565,604,540,656,374,537
P3h4,671,513,549,589,536,480
Garnl3,404,718,526,529,491,702
Rnf208,252,576,339,712,661,873
Utp23,566,541,629,382,603,612
Cenph,818,749,842,366,401,416
Dstyk,405,515,292,834,704,775
Slc12a7,448,572,407,637,654,589
Taf7,608,579,729,529,568,444
St3gal3,757,644,407,575,567,706
Thoc7,610,496,706,471,529,330
Ube2e1,504,777,671,529,423,463
Zfp317,444,567,720,591,522,584
Akr1c13,834,352,552,418,514,664
Tsen2,618,534,542,423,501,451
Faah,588,525,462,596,439,719
Bst2,599,735,420,649,698,651
Sil1,450,375,274,868,658,831
AW554918,353,322,340,754,569,826
Bud13,712,778,542,535,403,543
Mafk,677,634,533,434,589,814
Pald1,702,652,731,543,428,520
Polk,672,687,635,420,579,533
Stk38l,395,414,439,619,741,764
Bmp2k,542,547,395,581,592,784
Cep97,508,681,616,478,624,609
Usb1,582,559,479,734,519,525
Thtpa,443,604,354,759,622,628
Thap1,607,539,510,457,430,486
Enpp4,417,701,438,508,896,603
3110039I08Rik,414,333,420,728,752,530
Tdrd7,503,427,567,575,625,459
Gk5,559,637,758,795,592,633
Ctu1,593,559,509,611,460,739
Zfp143,609,666,642,730,524,569
Erc2,415,444,355,533,654,609
Kif24,454,654,590,371,560,390
Nab2,879,608,563,335,462,508
Lrrn2,398,480,436,529,573,922
Pxmp4,307,415,350,636,739,882
Lmo2,534,544,580,666,404,362
Swap70,716,860,763,552,433,533
Caml,501,799,578,618,485,553
Xkr5,731,586,774,499,461,410
Akna,505,483,385,705,768,632
Zfp703,558,348,409,626,582,942
Nceh1,593,479,646,748,962,694
Sco1,644,484,484,722,326,546
Ring1,402,463,559,453,371,558
Cln8,592,344,348,810,543,587
0610037L13Rik,714,573,548,593,567,571
Mccc1,503,366,505,585,664,887
Entpd5,559,421,713,503,587,652
Mrm1,504,356,575,612,582,646
Rp2,427,482,483,606,690,712
Dph2,882,1046,688,423,421,286
Ccdc120,647,492,481,583,658,559
Plekhf2,430,515,522,473,891,654
Usp44,782,552,670,451,392,428
Rel,688,618,821,411,434,362
Mypop,703,525,512,617,376,530
Mrps18c,639,469,516,608,635,562
Det1,693,494,686,580,415,540
Itpr3,389,301,362,947,591,702
Hpca,483,444,379,696,547,817
Zfp335,460,565,565,502,663,496
Glrx2,647,599,612,799,559,719
Fam63a,571,729,537,393,488,555
Rtn4r,506,745,543,581,458,485
Lcor,640,533,575,776,455,516
Pdss2,401,379,579,753,639,622
Zc3h12c,651,545,466,489,381,544
Ago3,764,583,518,655,434,584
Celf6,460,612,553,615,698,533
Cir1,571,505,350,681,707,742
Tgfbr3,163,252,142,876,745,1105
Oip5,785,670,814,379,349,378
Susd5,492,718,532,589,644,382
Naa38,726,561,722,396,539,475
Ydjc,575,476,852,441,502,598
Soat1,635,535,623,461,474,419
Rrp36,634,666,530,370,478,564
Slc39a3,462,436,568,790,624,1042
Vil1,399,219,435,951,906,826
D3Ertd254e,576,633,611,816,474,777
Ap5m1,671,697,557,400,489,518
Pex1,533,667,447,517,595,672
Mospd3,611,604,498,663,566,406
Nacad,428,407,393,760,659,592
Gpr153,370,377,462,753,822,952
Eral1,486,681,662,698,521,496
Lamtor3,601,444,493,679,591,505
Tkfc,545,500,456,627,646,800
Ccdc174,580,652,650,364,498,464
Naa16,773,662,839,410,467,387
Ska1,795,1029,861,410,274,308
Dhx34,412,447,407,661,487,659
Cd320,564,449,652,663,727,487
Arid3a,866,686,551,453,387,288
Mid2,416,409,414,442,722,630
Zfp229,370,654,385,472,466,509
Rab36,353,254,316,1005,781,800
4921524J17Rik,477,426,605,663,544,858
2610008E11Rik,635,484,454,776,656,860
Pvt1,472,548,571,756,523,530
Zbtb48,579,472,689,497,552,374
Rfesd,419,597,448,752,693,642
Zscan29,596,407,514,456,680,551
Stk10,523,701,725,579,443,456
Rab11fip1,519,523,685,483,467,550
4933427D14Rik,587,549,708,392,441,572
Tube1,561,902,803,321,277,474
Bbip1,753,594,562,400,463,737
Tcn2,261,287,282,841,741,772
Ap5z1,506,539,528,597,596,585
Dxo,529,845,542,477,485,466
Gjc1,498,648,561,444,336,384
Nsun3,741,483,467,544,503,452
Gmppb,425,643,598,641,537,502
Nptx1,605,376,439,582,563,593
Ost4,474,541,653,400,435,348
Ddx11,736,657,799,349,254,380
Pask,962,728,800,371,363,447
Phka2,386,517,590,605,551,579
Dyrk3,450,628,593,539,505,446
1810055G02Rik,727,713,625,532,641,513
Leprot,558,722,554,637,589,467
Srd5a1,502,409,586,426,563,579
Cenpk,688,688,621,335,502,416
Ptp4a3,259,251,313,730,711,744
Gen1,803,885,619,240,368,281
Arhgap31,740,597,684,519,467,518
Rgl3,452,485,498,482,638,456
Zfp995,516,459,544,466,523,634
Cep63,737,503,462,398,396,479
Ints6l,830,433,488,592,358,426
Mecr,558,739,550,547,387,366
Tmem198,539,494,353,690,615,411
Thap2,433,483,568,661,573,674
Carmil1,428,510,530,648,641,786
Paox,424,526,452,587,700,689
Zfp160,478,752,640,517,638,525
